id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
6318,2012040418,0.544,0.337,0.605,0.464,0.269,0.263,0.371
6319,2012040419,0.56,0.379,0.532,0.399,0.34,0.241,0.494
6320,2012040420,0.591,0.452,0.65,0.463,0.351,0.274,0.613
6321,2012040421,0.6,0.419,0.646,0.542,0.219,0.326,0.535
6322,2012040422,0.449,0.405,0.829,0.458,0.242,0.358,0.297
6323,2012040423,0.378,0.411,0.52,0.401,0.236,0.223,0.322
6324,2012040500,0.273,0.467,0.495,0.194,0.25,0.279,0.173
6325,2012040501,0.082,0.541,0.571,0.076,0.289,0.07,0.091
6326,2012040502,0.077,0.572,0.571,0.122,0.286,0.131,0.008
6327,2012040503,0.086,0.562,0.523,0.131,0.215,0.118,0.013
6328,2012040504,0.097,0.491,0.532,0.095,0.175,0.11,0.002
6329,2012040505,0.075,0.492,0.509,0.081,0.176,0.069,0.02
6330,2012040506,0.09,0.466,0.519,0.099,0.105,0.103,0.032
6331,2012040507,0.086,0.506,0.504,0.089,0.131,0.098,0.027
6332,2012040508,0.087,0.474,0.498,0.07,0.119,0.109,0.098
6333,2012040509,0.168,0.47,0.462,0.074,0.118,0.101,0.173
6334,2012040510,0.147,0.503,0.562,0.205,0.155,0.192,0.146
6335,2012040511,0.239,0.496,0.511,0.332,0.164,0.158,0.049
6336,2012040512,0.26,0.462,0.495,0.326,0.145,0.237,0.257
6337,2012040701,0.141,0.145,0.208,0,0.28,0.033,0.052
6338,2012040702,0.134,0.164,0.242,0.006,0.206,0.042,0.052
6339,2012040703,0.148,0.145,0.206,0,0.261,0.035,0.025
6340,2012040704,0.134,0.202,0.229,0,0.262,0.038,0.037
6341,2012040705,0.142,0.185,0.249,0.057,0.289,0.04,0.024
6342,2012040706,0.172,0.181,0.277,0.065,0.276,0.046,0.026
6343,2012040707,0.161,0.167,0.264,0.092,0.293,0.052,0.086
6344,2012040708,0.161,0.118,0.243,0.094,0.228,0.061,0.066
6345,2012040709,0.122,0.114,0.238,0.072,0.269,0.056,0.024
6346,2012040710,0.112,0.072,0.217,0.024,0.278,0.051,0.027
6347,2012040711,0.076,0.102,0.207,0.033,0.352,0.035,0.065
6348,2012040712,0.04,0.051,0.196,0.037,0.305,0.038,0.072
6349,2012040713,0.057,0.499,0.474,0.005,0.273,0.077,0.061
6350,2012040714,0.048,0.502,0.477,0.065,0.23,0.094,0.05
6351,2012040715,0.056,0.527,0.431,0.167,0.265,0.058,0.112
6352,2012040716,0.131,0.506,0.396,0.187,0.244,0.113,0.116
6353,2012040717,0.201,0.49,0.355,0.166,0.248,0.188,0.094
6354,2012040718,0.209,0.509,0.374,0.222,0.285,0.206,0.239
6355,2012040719,0.193,0.524,0.385,0.238,0.274,0.195,0.31
6356,2012040720,0.22,0.532,0.435,0.204,0.275,0.201,0.303
6357,2012040721,0.289,0.496,0.385,0.201,0.315,0.22,0.308
6358,2012040722,0.202,0.526,0.342,0.142,0.181,0.21,0.195
6359,2012040723,0.195,0.484,0.387,0.115,0.212,0.117,0.141
6360,2012040800,0.146,0.457,0.599,0.143,0.207,0.038,0.148
6361,2012040801,0.186,0.512,0.639,0.146,0.23,0.024,0.051
6362,2012040802,0.196,0.518,0.638,0.094,0.28,0.094,0.035
6363,2012040803,0.163,0.519,0.638,0.047,0.306,0.165,0.047
6364,2012040804,0.095,0.477,0.677,0.047,0.3,0.078,0.076
6365,2012040805,0.119,0.435,0.673,0.097,0.275,0.093,0.058
6366,2012040806,0.129,0.437,0.672,0.058,0.276,0.112,0.026
6367,2012040807,0.091,0.518,0.679,0.12,0.274,0.107,0.047
6368,2012040808,0.169,0.486,0.621,0.123,0.282,0.106,0.143
6369,2012040809,0.196,0.47,0.631,0.063,0.284,0.114,0.173
6370,2012040810,0.038,0.479,0.651,0.067,0.246,0.108,0.109
6371,2012040811,0,0.472,0.639,0.065,0.168,0.071,0.101
6372,2012040812,0,0.491,0.64,0,0.173,0.073,0.08
6373,2012040813,0,0.417,0.6,0,0.118,0.127,0.109
6374,2012040814,0,0.436,0.591,0,0.124,0.105,0.097
6375,2012040815,0.086,0.49,0.551,0.077,0.165,0.109,0.108
6376,2012040816,0.062,0.354,0.565,0.124,0.188,0.097,0.137
6377,2012040817,0.285,0.347,0.613,0.236,0.179,0.194,0.292
6378,2012040818,0.362,0.436,0.612,0.33,0.273,0.206,0.409
6379,2012040819,0.418,0.424,0.581,0.252,0.296,0.168,0.398
6380,2012040820,0.444,0.427,0.589,0.284,0.425,0.168,0.417
6381,2012040821,0.447,0.39,0.502,0.337,0.429,0.284,0.46
6382,2012040822,0.446,0.38,0.523,0.372,0.434,0.313,0.485
6383,2012040823,0.451,0.399,0.502,0.34,0.43,0.364,0.526
6384,2012040900,0.445,0.467,0.519,0.514,0.465,0.45,0.499
6385,2012041013,0.568,0.835,0.319,0.583,0.407,0.444,0.333
6386,2012041014,0.588,0.809,0.3,0.606,0.395,0.431,0.325
6387,2012041015,0.587,0.869,0.311,0.538,0.407,0.386,0.361
6388,2012041016,0.632,0.817,0.401,0.6,0.415,0.369,0.353
6389,2012041017,0.554,0.73,0.369,0.608,0.456,0.227,0.407
6390,2012041018,0.501,0.723,0.298,0.505,0.521,0.353,0.354
6391,2012041019,0.488,0.69,0.297,0.575,0.623,0.344,0.257
6392,2012041020,0.674,0.68,0.162,0.445,0.71,0.424,0.202
6393,2012041021,0.663,0.789,0.182,0.558,0.784,0.416,0.163
6394,2012041022,0.69,0.847,0.335,0.515,0.838,0.335,0.121
6395,2012041023,0.696,0.71,0.174,0.364,0.857,0.288,0.347
6396,2012041100,0.53,0.402,0.258,0.528,0.341,0.457,0.307
6397,2012041101,0.531,0.392,0.404,0.44,0.15,0.295,0.093
6398,2012041102,0.277,0.43,0.584,0.231,0.245,0.126,0.064
6399,2012041103,0.202,0.444,0.602,0.278,0.144,0.126,0.138
6400,2012041104,0.146,0.426,0.623,0.156,0.126,0.116,0.146
6401,2012041105,0.211,0.475,0.574,0.097,0.22,0.151,0.11
6402,2012041106,0.131,0.509,0.543,0.07,0.143,0.127,0.1
6403,2012041107,0.158,0.48,0.558,0.068,0.137,0.087,0.05
6404,2012041108,0.127,0.473,0.56,0.112,0.122,0.113,0.047
6405,2012041109,0.159,0.357,0.516,0.127,0.148,0.113,0.121
6406,2012041110,0.181,0.319,0.553,0.323,0.201,0.124,0.076
6407,2012041111,0.155,0.298,0.494,0.383,0.367,0.174,0.148
6408,2012041112,0.236,0.348,0.497,0.232,0.242,0.155,0.106
6409,2012041113,0.249,0.362,0.631,0.272,0.2,0.35,0.12
6410,2012041114,0.276,0.353,0.576,0.213,0.183,0.34,0.155
6411,2012041115,0.292,0.289,0.52,0.285,0.239,0.349,0.214
6412,2012041116,0.29,0.295,0.567,0.298,0.236,0.325,0.233
6413,2012041117,0.368,0.288,0.663,0.33,0.315,0.336,0.338
6414,2012041118,0.442,0.251,0.743,0.483,0.347,0.329,0.297
6415,2012041119,0.509,0.267,0.701,0.544,0.395,0.299,0.31
6416,2012041120,0.595,0.248,0.695,0.59,0.381,0.241,0.439
6417,2012041121,0.594,0.28,0.66,0.582,0.406,0.269,0.358
6418,2012041122,0.392,0.315,0.429,0.539,0.247,0.227,0.173
6419,2012041123,0.263,0.307,0.421,0.183,0.174,0.11,0.198
6420,2012041200,0.159,0.416,0.506,0.077,0.177,0.286,0.135
6421,2012041201,0.059,0.474,0.462,0.019,0.394,0.101,0
6422,2012041202,0.072,0.368,0.48,0,0.323,0.065,0.02
6423,2012041203,0.115,0.356,0.476,0,0.265,0.079,0.012
6424,2012041204,0.136,0.28,0.491,0,0.224,0.08,0
6425,2012041205,0.053,0.258,0.491,0,0.158,0.086,0
6426,2012041206,0.065,0.225,0.522,0,0.164,0.077,0.075
6427,2012041207,0.065,0.279,0.516,0.031,0.161,0.106,0.076
6428,2012041208,0.054,0.292,0.541,0.029,0.216,0.05,0
6429,2012041209,0.057,0.265,0.497,0.049,0.218,0.05,0.045
6430,2012041210,0.108,0.222,0.522,0.044,0.23,0.052,0.053
6431,2012041211,0.067,0.228,0.532,0.057,0.203,0.075,0.02
6432,2012041212,0.005,0.284,0.521,0.009,0.138,0.066,0.075
6433,2012041401,0.046,0.295,0.338,0,0.413,0.218,0.117
6434,2012041402,0.049,0.403,0.322,0,0.415,0.196,0.146
6435,2012041403,0.237,0.513,0.465,0.079,0.354,0.164,0.203
6436,2012041404,0.301,0.498,0.454,0.219,0.347,0.161,0.279
6437,2012041405,0.295,0.589,0.467,0.266,0.324,0.305,0.266
6438,2012041406,0.278,0.582,0.59,0.259,0.38,0.296,0.214
6439,2012041407,0.293,0.536,0.562,0.381,0.378,0.323,0.237
6440,2012041408,0.273,0.523,0.462,0.389,0.219,0.31,0.242
6441,2012041409,0.266,0.399,0.239,0.279,0.205,0.27,0.274
6442,2012041410,0.241,0.429,0.223,0.169,0.213,0.283,0.246
6443,2012041411,0.156,0.517,0.225,0.254,0.229,0.254,0.294
6444,2012041412,0.159,0.599,0.151,0.23,0.23,0.304,0.308
6445,2012041413,0.101,0.542,0.415,0.227,0.292,0.387,0.333
6446,2012041414,0.04,0.544,0.356,0.448,0.284,0.268,0.299
6447,2012041415,0.115,0.462,0.312,0.42,0.226,0.265,0.337
6448,2012041416,0.157,0.483,0.59,0.44,0.144,0.343,0.278
6449,2012041417,0.264,0.512,0.604,0.501,0.33,0.434,0.444
6450,2012041418,0.275,0.516,0.632,0.565,0.488,0.382,0.471
6451,2012041419,0.269,0.535,0.579,0.579,0.396,0.395,0.411
6452,2012041420,0.335,0.527,0.535,0.433,0.367,0.343,0.559
6453,2012041421,0.321,0.501,0.556,0.382,0.302,0.246,0.379
6454,2012041422,0.248,0.416,0.554,0.426,0.235,0.204,0.425
6455,2012041423,0.134,0.469,0.537,0.291,0.323,0.313,0.409
6456,2012041500,0.266,0.371,0.717,0.38,0.219,0.392,0.443
6457,2012041501,0.203,0.391,0.817,0.33,0.291,0.302,0.329
6458,2012041502,0.219,0.39,0.748,0.284,0.252,0.339,0.356
6459,2012041503,0.228,0.444,0.735,0.221,0.142,0.314,0.392
6460,2012041504,0.26,0.4,0.717,0.232,0.155,0.323,0.388
6461,2012041505,0.287,0.379,0.678,0.309,0.176,0.368,0.364
6462,2012041506,0.244,0.4,0.668,0.28,0.19,0.381,0.359
6463,2012041507,0.267,0.395,0.607,0.303,0.207,0.438,0.323
6464,2012041508,0.246,0.395,0.539,0.413,0.225,0.43,0.373
6465,2012041509,0.253,0.392,0.605,0.373,0.183,0.368,0.465
6466,2012041510,0.204,0.414,0.623,0.411,0.157,0.364,0.411
6467,2012041511,0.175,0.364,0.646,0.362,0.092,0.348,0.513
6468,2012041512,0.112,0.45,0.553,0.412,0.12,0.271,0.537
6469,2012041513,0.027,0.295,0.443,0.188,0.156,0.147,0.275
6470,2012041514,0,0.38,0.489,0.194,0.143,0.174,0.156
6471,2012041515,0.022,0.442,0.411,0.2,0.171,0.144,0.177
6472,2012041516,0.157,0.376,0.477,0.306,0.168,0.204,0.147
6473,2012041517,0.234,0.348,0.514,0.312,0.225,0.365,0.271
6474,2012041518,0.256,0.336,0.59,0.351,0.247,0.371,0.268
6475,2012041519,0.239,0.34,0.6,0.283,0.242,0.312,0.279
6476,2012041520,0.241,0.35,0.602,0.256,0.271,0.315,0.241
6477,2012041521,0.284,0.362,0.468,0.158,0.21,0.29,0.151
6478,2012041522,0.085,0.32,0.435,0.118,0.266,0.251,0.248
6479,2012041523,0.126,0.279,0.33,0.189,0.294,0.345,0.257
6480,2012041600,0.222,0.284,0.419,0.207,0.158,0.298,0.229
6481,2012041713,0.445,0.399,0.526,0.304,0.364,0.407,0.584
6482,2012041714,0.438,0.372,0.589,0.321,0.414,0.398,0.419
6483,2012041715,0.44,0.38,0.414,0.303,0.367,0.392,0.409
6484,2012041716,0.423,0.349,0.421,0.266,0.442,0.383,0.298
6485,2012041717,0.346,0.248,0.369,0.23,0.421,0.318,0.246
6486,2012041718,0.289,0.244,0.372,0.195,0.298,0.139,0.241
6487,2012041719,0.249,0.242,0.233,0.285,0.26,0.204,0.253
6488,2012041720,0.323,0.257,0.29,0.2,0.308,0.131,0.292
6489,2012041721,0.282,0.245,0.282,0.148,0.392,0.135,0.276
6490,2012041722,0.211,0.227,0.166,0.079,0.285,0.208,0.156
6491,2012041723,0.137,0.299,0.02,0.107,0.207,0.038,0.033
6492,2012041800,0.126,0.237,0.122,0.061,0.246,0.048,0.049
6493,2012041801,0.092,0.399,0.334,0.019,0.24,0.173,0.038
6494,2012041802,0.092,0.417,0.364,0.028,0.208,0.152,0
6495,2012041803,0.071,0.511,0.35,0.041,0.205,0.164,0.018
6496,2012041804,0.026,0.489,0.413,0.031,0.233,0.127,0.015
6497,2012041805,0,0.482,0.429,0,0.173,0.155,0
6498,2012041806,0.01,0.467,0.465,0,0.175,0.183,0.04
6499,2012041807,0.053,0.517,0.395,0.01,0.165,0.217,0.068
6500,2012041808,0.03,0.534,0.352,0,0.089,0.203,0.064
6501,2012041809,0.014,0.485,0.397,0,0.152,0.14,0.116
6502,2012041810,0,0.486,0.384,0,0.143,0.182,0.104
6503,2012041811,0,0.461,0.395,0,0.095,0.181,0.17
6504,2012041812,0,0.516,0.472,0.002,0.097,0.203,0.173
6505,2012041813,0.065,0.599,0.7,0,0,0.123,0.29
6506,2012041814,0.039,0.659,0.589,0.023,0,0.129,0.237
6507,2012041815,0.017,0.616,0.528,0.056,0,0.121,0.207
6508,2012041816,0.016,0.491,0.54,0.033,0,0.114,0.215
6509,2012041817,0.03,0.534,0.519,0.073,0.028,0.08,0.249
6510,2012041818,0.064,0.477,0.6,0.065,0.044,0.114,0.151
6511,2012041819,0.062,0.542,0.571,0.112,0.045,0.194,0.118
6512,2012041820,0.211,0.559,0.586,0.262,0.081,0.318,0.253
6513,2012041821,0.146,0.559,0.586,0.279,0.04,0.305,0.264
6514,2012041822,0.198,0.535,0.614,0.237,0.042,0.289,0.281
6515,2012041823,0.131,0.472,0.52,0.124,0.03,0.244,0.354
6516,2012041900,0.171,0.654,0.834,0.207,0.171,0.256,0.205
6517,2012041901,0.082,0.611,0.513,0.182,0.202,0.161,0.228
6518,2012041902,0.086,0.557,0.553,0.216,0.206,0.204,0.211
6519,2012041903,0.125,0.611,0.555,0.224,0.187,0.23,0.228
6520,2012041904,0.267,0.619,0.541,0.229,0.15,0.22,0.225
6521,2012041905,0.249,0.583,0.524,0.222,0.147,0.114,0.225
6522,2012041906,0.254,0.594,0.528,0.26,0.144,0.096,0.218
6523,2012041907,0.185,0.595,0.564,0.308,0.156,0.097,0.209
6524,2012041908,0.187,0.578,0.575,0.29,0.175,0.068,0.2
6525,2012041909,0.215,0.591,0.528,0.296,0.224,0.071,0.222
6526,2012041910,0.185,0.607,0.498,0.322,0.237,0.191,0.249
6527,2012041911,0.148,0.6,0.443,0.309,0.129,0.198,0.275
6528,2012041912,0.081,0.566,0.487,0.334,0.145,0.194,0.288
6529,2012042101,0.309,0.19,0.334,0.155,0.26,0.084,0.156
6530,2012042102,0.331,0.204,0.361,0.236,0.237,0.069,0.116
6531,2012042103,0.34,0.325,0.361,0.235,0.235,0.114,0.173
6532,2012042104,0.333,0.311,0.328,0.269,0.224,0.089,0.2
6533,2012042105,0.327,0.219,0.33,0.252,0.323,0.154,0.269
6534,2012042106,0.431,0.114,0.319,0.396,0.29,0.171,0.154
6535,2012042107,0.486,0.113,0.352,0.466,0.434,0.313,0.368
6536,2012042108,0.445,0.125,0.372,0.406,0.458,0.128,0.383
6537,2012042109,0.332,0.096,0.396,0.442,0.452,0.182,0.398
6538,2012042110,0.459,0.072,0.344,0.46,0.464,0.239,0.395
6539,2012042111,0.508,0.085,0.375,0.495,0.399,0.374,0.382
6540,2012042112,0.439,0.075,0.428,0.432,0.36,0.274,0.332
6541,2012042113,0.388,0.376,0.429,0.458,0.328,0.398,0.257
6542,2012042114,0.34,0.373,0.482,0.41,0.314,0.331,0.269
6543,2012042115,0.219,0.379,0.46,0.346,0.384,0.28,0.333
6544,2012042116,0.237,0.387,0.448,0.345,0.45,0.216,0.316
6545,2012042117,0.217,0.368,0.375,0.256,0.235,0.189,0.153
6546,2012042118,0.216,0.341,0.361,0.262,0.299,0.172,0.203
6547,2012042119,0.187,0.354,0.347,0.263,0.411,0.088,0.238
6548,2012042120,0.147,0.362,0.367,0.262,0.395,0.107,0.248
6549,2012042121,0.203,0.414,0.346,0.288,0.325,0.144,0.325
6550,2012042122,0.105,0.439,0.301,0.124,0.21,0.234,0.176
6551,2012042123,0.12,0.41,0.386,0.112,0.225,0.255,0.168
6552,2012042200,0.12,0.367,0.541,0.081,0.202,0.152,0.097
6553,2012042201,0.025,0.513,0.58,0.04,0.143,0.041,0.033
6554,2012042202,0.06,0.478,0.536,0.041,0.127,0.037,0.02
6555,2012042203,0.159,0.447,0.509,0.063,0.143,0.072,0.243
6556,2012042204,0.205,0.518,0.546,0.168,0.181,0.074,0.279
6557,2012042205,0.178,0.548,0.558,0.145,0.195,0.064,0.262
6558,2012042206,0.203,0.512,0.561,0.063,0.179,0.039,0.268
6559,2012042207,0.166,0.513,0.509,0.076,0.146,0.028,0.294
6560,2012042208,0.184,0.541,0.437,0.083,0.136,0.002,0.268
6561,2012042209,0.166,0.53,0.437,0.117,0.132,0.023,0.352
6562,2012042210,0.208,0.49,0.447,0.209,0.156,0.1,0.347
6563,2012042211,0.212,0.541,0.688,0.343,0.222,0.207,0.289
6564,2012042212,0.202,0.42,0.74,0.316,0.242,0.157,0.189
6565,2012042213,0.358,0.466,0.622,0.331,0.403,0.174,0.21
6566,2012042214,0.382,0.494,0.565,0.329,0.396,0.103,0.387
6567,2012042215,0.387,0.483,0.561,0.365,0.398,0.168,0.47
6568,2012042216,0.389,0.482,0.44,0.325,0.352,0.187,0.475
6569,2012042217,0.385,0.476,0.463,0.308,0.379,0.154,0.484
6570,2012042218,0.394,0.44,0.496,0.316,0.445,0.113,0.378
6571,2012042219,0.397,0.431,0.579,0.298,0.426,0.121,0.465
6572,2012042220,0.413,0.425,0.583,0.374,0.455,0.231,0.517
6573,2012042221,0.37,0.386,0.543,0.282,0.476,0.143,0.551
6574,2012042222,0.412,0.398,0.468,0.275,0.467,0.174,0.414
6575,2012042223,0.263,0.382,0.571,0.296,0.352,0.148,0.172
6576,2012042300,0.224,0.334,0.47,0.131,0.32,0.157,0.16
6577,2012042413,0.392,0.417,0.301,0.339,0.357,0.437,0.379
6578,2012042414,0.507,0.485,0.168,0.284,0.337,0.41,0.56
6579,2012042415,0.617,0.494,0.358,0.388,0.437,0.49,0.515
6580,2012042416,0.666,0.487,0.344,0.453,0.43,0.445,0.51
6581,2012042417,0.621,0.456,0.371,0.368,0.455,0.412,0.463
6582,2012042418,0.593,0.406,0.404,0.337,0.698,0.445,0.424
6583,2012042419,0.593,0.4,0.425,0.332,0.678,0.481,0.6
6584,2012042420,0.572,0.439,0.354,0.551,0.67,0.471,0.544
6585,2012042421,0.572,0.469,0.214,0.593,0.708,0.463,0.541
6586,2012042422,0.561,0.454,0.221,0.44,0.553,0.422,0.24
6587,2012042423,0.379,0.377,0.223,0.175,0.533,0.227,0.183
6588,2012042500,0.332,0.302,0.174,0.375,0.402,0.335,0.109
6589,2012042501,0.285,0.425,0.434,0.301,0.259,0.261,0.168
6590,2012042502,0.307,0.475,0.458,0.382,0.265,0.269,0.166
6591,2012042503,0.281,0.459,0.491,0.374,0.263,0.353,0.153
6592,2012042504,0.328,0.464,0.57,0.35,0.234,0.365,0.273
6593,2012042505,0.387,0.481,0.564,0.356,0.228,0.365,0.21
6594,2012042506,0.357,0.504,0.61,0.357,0.229,0.203,0.185
6595,2012042507,0.355,0.476,0.546,0.369,0.342,0.166,0.288
6596,2012042508,0.385,0.455,0.517,0.397,0.311,0.17,0.298
6597,2012042509,0.409,0.363,0.487,0.385,0.33,0.153,0.124
6598,2012042510,0.383,0.378,0.402,0.398,0.249,0.15,0.047
6599,2012042511,0.221,0.332,0.231,0.327,0.361,0.056,0.112
6600,2012042512,0.102,0.34,0.245,0.194,0.224,0.027,0.042
6601,2012042513,0.129,0.323,0.347,0.152,0.327,0.122,0.153
6602,2012042514,0.086,0.324,0.332,0.129,0.33,0.096,0.12
6603,2012042515,0.058,0.373,0.267,0.105,0.323,0.127,0.113
6604,2012042516,0.084,0.382,0.269,0.172,0.287,0.142,0.124
6605,2012042517,0.099,0.389,0.336,0.174,0.19,0.138,0.034
6606,2012042518,0.115,0.365,0.383,0.219,0.284,0.241,0.028
6607,2012042519,0.128,0.385,0.334,0.192,0.333,0.257,0.011
6608,2012042520,0.182,0.397,0.396,0.187,0.313,0.282,0.083
6609,2012042521,0.123,0.493,0.385,0.117,0.266,0.234,0.067
6610,2012042522,0.106,0.471,0.368,0.053,0.277,0.246,0.034
6611,2012042523,0.161,0.489,0.423,0.055,0.198,0.194,0.083
6612,2012042600,0.1,0.386,0.622,0,0.199,0.243,0.006
6613,2012042601,0.029,0.452,0.568,0.017,0.214,0.119,0
6614,2012042602,0.006,0.527,0.569,0.024,0.154,0.184,0.06
6615,2012042603,0.021,0.446,0.56,0.195,0.098,0.172,0.145
6616,2012042604,0.055,0.418,0.605,0.119,0.108,0.194,0.105
6617,2012042605,0.069,0.422,0.605,0.192,0.152,0.203,0.098
6618,2012042606,0.098,0.398,0.651,0.165,0.138,0.196,0.114
6619,2012042607,0.118,0.469,0.641,0.222,0.15,0.133,0.098
6620,2012042608,0.115,0.476,0.632,0.183,0.151,0.139,0.119
6621,2012042609,0.102,0.46,0.59,0.179,0.154,0.151,0.156
6622,2012042610,0.139,0.479,0.586,0.197,0.154,0.142,0.139
6623,2012042611,0.099,0.481,0.58,0.214,0.115,0.127,0.136
6624,2012042612,0.074,0.479,0.549,0.138,0.14,0.164,0.151
6625,2012042801,0.167,0.35,0.124,0.039,0.117,0.155,0.083
6626,2012042802,0.143,0.329,0.146,0.103,0.143,0.135,0.118
6627,2012042803,0.168,0.279,0.192,0.121,0.121,0.105,0.11
6628,2012042804,0.148,0.267,0.23,0.096,0.147,0.103,0.075
6629,2012042805,0.147,0.257,0.226,0.12,0.114,0.118,0.084
6630,2012042806,0.15,0.305,0.199,0.043,0.197,0.123,0.11
6631,2012042807,0.067,0.326,0.227,0.061,0.133,0.1,0.089
6632,2012042808,0.055,0.228,0.235,0.065,0.109,0.122,0.092
6633,2012042809,0.076,0.222,0.222,0.053,0.134,0.118,0.09
6634,2012042810,0.042,0.276,0.193,0.049,0.111,0.124,0.116
6635,2012042811,0.006,0.295,0.173,0.017,0.141,0.05,0.089
6636,2012042812,0,0.249,0.149,0.019,0.154,0.003,0.078
6637,2012042813,0.01,0.548,0.328,0.033,0.129,0.19,0.156
6638,2012042814,0.018,0.507,0.351,0.065,0.134,0.072,0.138
6639,2012042815,0.001,0.498,0.326,0.04,0.167,0.026,0.023
6640,2012042816,0.003,0.384,0.347,0.033,0.151,0.082,0.012
6641,2012042817,0,0.393,0.339,0.04,0.147,0.076,0.016
6642,2012042818,0.004,0.406,0.395,0.056,0.16,0.059,0.035
6643,2012042819,0,0.428,0.4,0.064,0.201,0.067,0.004
6644,2012042820,0,0.367,0.42,0.058,0.21,0.052,0.012
6645,2012042821,0.023,0.403,0.399,0.048,0.169,0.048,0.045
6646,2012042822,0.014,0.404,0.401,0.039,0.172,0.008,0.049
6647,2012042823,0.011,0.399,0.41,0.033,0.196,0.109,0.065
6648,2012042900,0.026,0.278,0.561,0.039,0.206,0.129,0.072
6649,2012042901,0.068,0.349,0.618,0.062,0.459,0.241,0.086
6650,2012042902,0.106,0.355,0.598,0.053,0.499,0.235,0.042
6651,2012042903,0.132,0.402,0.604,0.071,0.474,0.23,0.055
6652,2012042904,0.133,0.458,0.629,0.141,0.444,0.088,0.079
6653,2012042905,0.142,0.46,0.737,0.119,0.455,0.095,0.072
6654,2012042906,0.132,0.491,0.737,0.161,0.414,0.133,0.022
6655,2012042907,0.134,0.452,0.71,0.168,0.42,0.144,0.061
6656,2012042908,0.127,0.439,0.69,0.151,0.326,0.101,0.024
6657,2012042909,0.141,0.511,0.68,0.143,0.303,0.07,0.096
6658,2012042910,0.102,0.528,0.621,0.162,0.297,0.094,0.101
6659,2012042911,0.087,0.524,0.613,0.141,0.165,0.086,0.099
6660,2012042912,0.125,0.507,0.631,0.199,0.128,0.056,0.001
6661,2012042913,0.07,0.397,0.594,0.004,0.159,0.099,0.037
6662,2012042914,0.04,0.407,0.597,0.088,0.141,0.043,0.047
6663,2012042915,0.026,0.425,0.523,0.09,0.152,0.041,0.059
6664,2012042916,0.027,0.34,0.516,0.109,0.142,0.055,0.02
6665,2012042917,0.024,0.37,0.513,0.11,0.148,0.069,0.043
6666,2012042918,0.062,0.381,0.535,0.107,0.177,0.065,0.103
6667,2012042919,0.157,0.4,0.516,0.239,0.159,0.104,0.065
6668,2012042920,0.166,0.398,0.542,0.277,0.186,0.082,0.055
6669,2012042921,0.149,0.385,0.505,0.29,0.233,0.103,0.09
6670,2012042922,0.025,0.395,0.591,0.125,0.248,0.123,0.118
6671,2012042923,0.041,0.371,0.514,0.027,0.289,0.066,0.089
6672,2012043000,0,0.344,0.642,0,0.235,0.032,0.019
6673,2012050113,0.006,0.263,0.335,0.046,0.118,0.093,0.098
6674,2012050114,0.055,0.203,0.134,0.04,0.115,0.054,0.105
6675,2012050115,0.049,0.182,0.087,0,0.073,0.029,0.124
6676,2012050116,0.065,0.339,0.142,0,0.094,0.016,0.146
6677,2012050117,0.06,0.334,0.204,0.045,0.251,0.08,0.153
6678,2012050118,0.104,0.395,0.275,0.024,0.224,0.08,0.094
6679,2012050119,0.11,0.463,0.241,0.013,0.216,0.112,0.08
6680,2012050120,0.082,0.463,0.198,0.009,0.358,0.057,0.039
6681,2012050121,0.093,0.437,0.193,0,0.36,0.06,0.078
6682,2012050122,0.033,0.422,0.145,0,0.218,0.034,0.057
6683,2012050123,0.044,0.334,0.183,0,0.083,0.017,0.02
6684,2012050200,0.021,0.29,0.175,0,0.075,0.007,0
6685,2012050201,0.021,0.351,0.457,0.019,0.012,0.13,0
6686,2012050202,0.022,0.404,0.571,0.036,0.014,0.151,0.046
6687,2012050203,0.014,0.266,0.562,0.02,0.029,0.147,0.076
6688,2012050204,0.072,0.214,0.611,0.11,0.049,0.152,0.145
6689,2012050205,0.128,0.202,0.507,0.117,0,0.273,0.482
6690,2012050206,0.172,0.29,0.553,0.196,0,0.32,0.387
6691,2012050207,0.196,0.309,0.545,0.24,0,0.331,0.351
6692,2012050208,0.147,0.332,0.576,0.229,0,0.335,0.335
6693,2012050209,0.138,0.349,0.525,0.252,0,0.34,0.309
6694,2012050210,0.141,0.316,0.45,0.269,0.006,0.344,0.36
6695,2012050211,0.203,0.309,0.483,0.303,0,0.396,0.384
6696,2012050212,0.171,0.414,0.473,0.249,0.124,0.307,0.342
6697,2012050213,0.139,0.412,0.569,0.406,0.189,0.276,0.31
6698,2012050214,0.209,0.331,0.57,0.271,0.17,0.178,0.293
6699,2012050215,0.354,0.27,0.572,0.217,0.146,0.158,0.356
6700,2012050216,0.318,0.311,0.607,0.268,0.162,0.236,0.429
6701,2012050217,0.314,0.301,0.608,0.32,0.197,0.233,0.453
6702,2012050218,0.307,0.368,0.65,0.325,0.181,0.317,0.432
6703,2012050219,0.283,0.325,0.674,0.246,0.149,0.316,0.454
6704,2012050220,0.288,0.349,0.645,0.328,0.255,0.388,0.481
6705,2012050221,0.387,0.207,0.463,0.407,0.207,0.263,0.493
6706,2012050222,0.343,0.195,0.454,0.288,0.188,0.248,0.376
6707,2012050223,0.152,0.24,0.575,0.026,0.228,0.239,0.396
6708,2012050300,0.265,0.468,0.693,0.166,0.198,0.359,0.27
